,title,price,url,item_id,bid_count,location,condition,start_time,date,sold_amount,date_sold,rating
98,1986 Fleer Michael Jordan #57 RC BGS 4.5 (8/8.5/7 Subgrades) eBay Authenticated ,3279.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-57-RC-BGS-4-5-8-8-5-7-Subgrades-eBay-Authenticated-/305978098813,305978098813,,"Sugar Land,TX,USA",Graded,2024-12-16,2025-01-05,3279.0,Active,4
99,1986 FLEER MICHAEL JORDAN ROOKIE BASKETBALL CARD CHICAGO BULLS PSA 8.5 NEW GRADE,8600.0,https://www.ebay.com/itm/1986-FLEER-MICHAEL-JORDAN-ROOKIE-BASKETBALL-CARD-CHICAGO-BULLS-PSA-8-5-NEW-GRADE-/116435593488,116435593488,,"Loveland,OH,USA",Graded,2025-01-03,2025-01-05,8600.0,Active,8
100,1986 Fleer Michael Jordan #57 PSA 8 PD BEAUTIFUL CARD WELL FRONT CENTERED HOF,6999.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-57-PSA-8-PD-BEAUTIFUL-CARD-WELL-FRONT-CENTERED-HOF-/306013248315,306013248315,,"Santa Ana,CA,USA",Graded,2025-01-01,2025-01-05,6999.0,Active,8
101,1986-87 Fleer Set-Break # 57 Michael Jordan PSA 8 NM-MT,11500.0,https://www.ebay.com/itm/1986-87-Fleer-Set-Break-57-Michael-Jordan-PSA-8-NM-MT-/356402847881,356402847881,,Canada,Graded,2024-12-23,2025-01-05,11500.0,Active,8
102,Michael Jordan RC 1986 Fleer BGS 9 #57,6413.0,https://www.ebay.com/itm/Michael-Jordan-RC-1986-Fleer-BGS-9-57-/365320038801,365320038801,,"Mount Pleasant,SC,USA",Graded,2025-01-02,2025-01-05,6413.0,Active,9
103,1986-87 Fleer Basketball MICHAEL JORDAN Rookie RC Chicago Bulls #57 PSA 2,2008.0,https://www.ebay.com/itm/1986-87-Fleer-Basketball-MICHAEL-JORDAN-Rookie-RC-Chicago-Bulls-57-PSA-2-/267113726077,267113726077,,"Reno,NV,USA",Graded,2025-01-02,2025-01-05,2008.0,Active,2
104,1986 Fleer Basketball #57 Michael Jordan Rookie Card Graded BGS 8 NM MINT 9 8.5,5649.99,https://www.ebay.com/itm/1986-Fleer-Basketball-57-Michael-Jordan-Rookie-Card-Graded-BGS-8-NM-MINT-9-8-5-/375785018290,375785018290,,"Windsor,CO,USA",Graded,2024-11-12,2025-01-05,5649.99,Active,8
105,"1986 Fleer #57 ""MICHAEL JORDAN"" (RC) BGS 7.5 HOF! 2-MINT 9 SUBGRADES GREAT CARD!",5200.0,https://www.ebay.com/itm/1986-Fleer-57-MICHAEL-JORDAN-RC-BGS-7-5-HOF-2-MINT-9-SUBGRADES-GREAT-CARD-/196633143891,196633143891,,"Bismarck,ND,USA",Graded,2024-09-13,2025-01-05,5200.0,Active,7
106,1986-87 Fleer Michael Jordan Rookie Card #57 - BGS 6 - Iconic Investment!,2025.0,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-Rookie-Card-57-BGS-6-Iconic-Investment-/126864804866,126864804866,,"Erlanger,KY,USA",Graded,2025-01-03,2025-01-05,2025.0,Active,6
108,1986-87 Fleer Premier RC Michael Jordan BGS 8 #57 Chicago Bulls,2750.0,https://www.ebay.com/itm/1986-87-Fleer-Premier-RC-Michael-Jordan-BGS-8-57-Chicago-Bulls-/156615404648,156615404648,,Canada,Graded,2025-01-03,2025-01-05,2750.0,Active,8
109,1986 FLEER BASKETBALL #57 MICHAEL JORDAN RC PSA 1 HOF ROOKIE,2999.99,https://www.ebay.com/itm/1986-FLEER-BASKETBALL-57-MICHAEL-JORDAN-RC-PSA-1-HOF-ROOKIE-/134382202223,134382202223,,"Tampa,FL,USA",Graded,2022-12-24,2025-01-05,2999.99,Active,1
110,1986/87 Fleer Michael Jordan Graded Rookie Card #57 BGS 9 Incredible Eye Appeal,19500.0,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-Graded-Rookie-Card-57-BGS-9-Incredible-Eye-Appeal-/205104643420,205104643420,,Canada,Graded,2024-11-14,2025-01-05,19500.0,Active,9
111,MICHAEL JORDAN PSA 9 1986 FLEER STICKER BASKETBALL #8 ROOKIE CARD RC MINT BULLS,2950.0,https://www.ebay.com/itm/MICHAEL-JORDAN-PSA-9-1986-FLEER-STICKER-BASKETBALL-8-ROOKIE-CARD-RC-MINT-BULLS-/176770973686,176770973686,,"Portsmouth,NH,USA",Graded,2025-01-04,2025-01-05,2950.0,Active,9
112,1986 Fleer MICHAEL JORDAN #57 Rookie PSA 9 MINT,33999.0,https://www.ebay.com/itm/1986-Fleer-MICHAEL-JORDAN-57-Rookie-PSA-9-MINT-/196918913341,196918913341,,Australia,Graded,2024-12-30,2025-01-05,33999.0,Active,9
113,PSA 4 (VG-EX) 1986-87 Fleer Stickers #8 Michael Jordan RC Rookie Bulls Graded ,622.97,https://www.ebay.com/itm/PSA-4-VG-EX-1986-87-Fleer-Stickers-8-Michael-Jordan-RC-Rookie-Bulls-Graded-/356416932871,356416932871,,"Indianapolis,IN,USA",Graded,2024-12-29,2025-01-05,622.97,Active,4
114,1986 fleer sticker Michael Jordan PSA 5 excellent STICKER #8,595.0,https://www.ebay.com/itm/1986-fleer-sticker-Michael-Jordan-PSA-5-excellent-STICKER-8-/116249913140,116249913140,,"Deerfield Beach,FL,USA",Graded,2024-07-12,2025-01-05,595.0,Active,5
115,MICHAEL JORDAN 1986/87 FLEER #8 RC ROOKIE STICKER CHICAGO BULLS SP PSA 9 MINT,3000.0,https://www.ebay.com/itm/MICHAEL-JORDAN-1986-87-FLEER-8-RC-ROOKIE-STICKER-CHICAGO-BULLS-SP-PSA-9-MINT-/296920280762,296920280762,,"Middletown,OH,USA",Graded,2025-01-03,2025-01-05,3000.0,Active,9
116,1986-87 Fleer #57 Michael Jordan RC Bulls BGS 5 EX w/ 9.5 Centering RARE Card,6500.0,https://www.ebay.com/itm/1986-87-Fleer-57-Michael-Jordan-RC-Bulls-BGS-5-EX-w-9-5-Centering-RARE-Card-/226397863352,226397863352,,"Rochester,NY,USA",Graded,2024-10-13,2025-01-05,6500.0,Active,5
117,1986 Fleer MICHAEL JORDAN #57 Rookie RC PSA 8 eBay Authenticated New Label,9500.0,https://www.ebay.com/itm/1986-Fleer-MICHAEL-JORDAN-57-Rookie-RC-PSA-8-eBay-Authenticated-New-Label-/286205899587,286205899587,,"Rochester,MA,USA",Graded,2024-12-09,2025-01-05,9500.0,Active,8
118,1986 FLEER STICKER MICHAEL JORDAN RC #8 EX-MT PSA 6,405.0,https://www.ebay.com/itm/1986-FLEER-STICKER-MICHAEL-JORDAN-RC-8-EX-MT-PSA-6-/267113725330,267113725330,,"Reno,NV,USA",Graded,2025-01-02,2025-01-05,405.0,Active,6
119,1986 FLEER STICKER #8 MICHAEL JORDAN PSA 5,207.5,https://www.ebay.com/itm/1986-FLEER-STICKER-8-MICHAEL-JORDAN-PSA-5-/326393160180,326393160180,,"Westlake,OH,USA",Graded,2025-01-03,2025-01-05,207.5,Active,5
120,1986-87 Fleer Sticker Set-Break #  8 Michael Jordan PSA 6 EX-MT,355.0,https://www.ebay.com/itm/1986-87-Fleer-Sticker-Set-Break-8-Michael-Jordan-PSA-6-EX-MT-/326392990242,326392990242,,"Los Angeles,CA,USA",Graded,2025-01-04,2025-01-05,355.0,Active,6
121,1986-87 Fleer Stickers Michael Jordan #8 BGS 7.5 Rookie RC HOF,525.23,https://www.ebay.com/itm/1986-87-Fleer-Stickers-Michael-Jordan-8-BGS-7-5-Rookie-RC-HOF-/335748218116,335748218116,,"Auburn,WA,USA",Graded,2025-01-03,2025-01-05,525.23,Active,7
122,1986 Fleer #8 Michael Jordan Rookie PSA 8.5 NM-MT+ Chicago Bulls Sticker Card,570.0,https://www.ebay.com/itm/1986-Fleer-8-Michael-Jordan-Rookie-PSA-8-5-NM-MT-Chicago-Bulls-Sticker-Card-/226527085387,226527085387,,"Indianapolis,IN,USA",Graded,2025-01-04,2025-01-05,570.0,Active,8
123,1986-87 Fleer Michael Jordan Rookie RC PSA 7 NM Chicago Bulls HOF,5999.99,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-Rookie-RC-PSA-7-NM-Chicago-Bulls-HOF-/266786440772,266786440772,,"Brooklyn,NY,USA",Graded,2024-04-26,2025-01-05,5999.99,Active,7
127,1984-85 Michael Jordan Rookie Schedule BGS 7.5 Near Mint+ Chicago Bulls ACE,100.0,https://www.ebay.com/itm/1984-85-Michael-Jordan-Rookie-Schedule-BGS-7-5-Near-Mint-Chicago-Bulls-ACE-/276799320133,276799320133,,"Fulshear,TX,USA",Graded,2025-01-01,2025-01-05,100.0,Active,7
128,1996 Fleer Michael Jordan Decade of Excellence Rookie Ultra #U-4 PSA 9 GEM MINT,60.0,https://www.ebay.com/itm/1996-Fleer-Michael-Jordan-Decade-Excellence-Rookie-Ultra-U-4-PSA-9-GEM-MINT-/365322750177,365322750177,,"Elgin,IL,USA",Graded,2025-01-04,2025-01-05,60.0,Active,9
129,1986 Fleer Basketball Card #57 Michael Jordan Rookie Chicago Bulls - BGS 7.5,3500.0,https://www.ebay.com/itm/1986-Fleer-Basketball-Card-57-Michael-Jordan-Rookie-Chicago-Bulls-BGS-7-5-/387787594892,387787594892,,"Portland,OR,USA",Graded,2025-01-02,2025-01-05,3500.0,Active,7
130,1986-87 Fleer Sticker #  8 Michael Jordan PSA 8 NM-MT,203.73,https://www.ebay.com/itm/1986-87-Fleer-Sticker-8-Michael-Jordan-PSA-8-NM-MT-/387793651891,387793651891,,"Alexandria,MN,USA",Graded,2025-01-05,2025-01-05,203.73,Active,8
131,1986-87 Michael Jordan Fleer #57... Graded BGS 9 Mint w/9.5 centering,16999.99,https://www.ebay.com/itm/1986-87-Michael-Jordan-Fleer-57-Graded-BGS-9-Mint-w-9-5-centering-/204796927141,204796927141,,USA,Graded,2024-05-20,2025-01-05,16999.99,Active,9
132,1986 Fleer Michael Jordan RC #57 PSA 9,25000.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-RC-57-PSA-9-/276521956152,276521956152,,Canada,Graded,2024-06-23,2025-01-05,25000.0,Active,9
134,MICHAEL JORDAN 86-87 1986 Fleer #8 STICKER STICKERS RC ROOKIE PSA 8 NM-MT BULLS!,2699.99,https://www.ebay.com/itm/MICHAEL-JORDAN-86-87-1986-Fleer-8-STICKER-STICKERS-RC-ROOKIE-PSA-8-NM-MT-BULLS-/355385072977,355385072977,,USA,Graded,2024-01-16,2025-01-05,2699.99,Active,8
135,1986-87 Fleer Basketball MICHAEL JORDAN #57 RC Rookie Card PSA 1 Nice Eye Appeal,2132.7,https://www.ebay.com/itm/1986-87-Fleer-Basketball-MICHAEL-JORDAN-57-RC-Rookie-Card-PSA-1-Nice-Eye-Appeal-/326374793281,326374793281,,"Princeton,WV,USA",Graded,2024-12-17,2025-01-07,2132.7,Active,1
136,1986 Fleer Basketball Card #57 Michael Jordan Rookie Chicago Bulls - BGS 7.5,3550.0,https://www.ebay.com/itm/1986-Fleer-Basketball-Card-57-Michael-Jordan-Rookie-Chicago-Bulls-BGS-7-5-/387787594892,387787594892,,"Portland,OR,USA",Graded,2025-01-02,2025-01-07,3550.0,Active,7
137,1986 FLEER MICHAEL JORDAN ROOKIE BASKETBALL CARD CHICAGO BULLS PSA 8.5 NEW GRADE,9100.0,https://www.ebay.com/itm/1986-FLEER-MICHAEL-JORDAN-ROOKIE-BASKETBALL-CARD-CHICAGO-BULLS-PSA-8-5-NEW-GRADE-/116435593488,116435593488,,"Loveland,OH,USA",Graded,2025-01-03,2025-01-07,9100.0,Active,8
138,1986 Fleer Michael Jordan #57 RC BGS 4.5 (8/8.5/7 Subgrades) eBay Authenticated ,3279.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-57-RC-BGS-4-5-8-8-5-7-Subgrades-eBay-Authenticated-/305978098813,305978098813,,"Sugar Land,TX,USA",Graded,2024-12-16,2025-01-07,3279.0,Active,4
139,1986 Fleer Michael Jordan #57 PSA 8 PD BEAUTIFUL CARD WELL FRONT CENTERED HOF,6999.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-57-PSA-8-PD-BEAUTIFUL-CARD-WELL-FRONT-CENTERED-HOF-/306013248315,306013248315,,"Santa Ana,CA,USA",Graded,2025-01-01,2025-01-07,6999.0,Active,8
140,Michael Jordan RC 1986 Fleer BGS 9 #57,8300.0,https://www.ebay.com/itm/Michael-Jordan-RC-1986-Fleer-BGS-9-57-/365320038801,365320038801,,"Mount Pleasant,SC,USA",Graded,2025-01-02,2025-01-07,8300.0,Active,9
141,1986-87 Fleer Set-Break # 57 Michael Jordan PSA 8 NM-MT,11500.0,https://www.ebay.com/itm/1986-87-Fleer-Set-Break-57-Michael-Jordan-PSA-8-NM-MT-/356402847881,356402847881,,Canada,Graded,2024-12-23,2025-01-07,11500.0,Active,8
142,1986-87 Fleer Basketball MICHAEL JORDAN Rookie RC Chicago Bulls #57 PSA 2,2008.0,https://www.ebay.com/itm/1986-87-Fleer-Basketball-MICHAEL-JORDAN-Rookie-RC-Chicago-Bulls-57-PSA-2-/267113726077,267113726077,,"Reno,NV,USA",Graded,2025-01-02,2025-01-07,2008.0,Active,2
143,1986 Fleer Basketball #57 Michael Jordan Rookie Card Graded BGS 8 NM MINT 9 8.5,5649.99,https://www.ebay.com/itm/1986-Fleer-Basketball-57-Michael-Jordan-Rookie-Card-Graded-BGS-8-NM-MINT-9-8-5-/375785018290,375785018290,,"Windsor,CO,USA",Graded,2024-11-12,2025-01-07,5649.99,Active,8
144,1986 FLEER BASKETBALL #57 MICHAEL JORDAN RC PSA 1 HOF ROOKIE,2999.99,https://www.ebay.com/itm/1986-FLEER-BASKETBALL-57-MICHAEL-JORDAN-RC-PSA-1-HOF-ROOKIE-/134382202223,134382202223,,"Tampa,FL,USA",Graded,2022-12-24,2025-01-07,2999.99,Active,1
146,1986-87 Fleer Michael Jordan Rookie Card #57 - BGS 6 - Iconic Investment!,3050.0,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-Rookie-Card-57-BGS-6-Iconic-Investment-/126864804866,126864804866,,"Erlanger,KY,USA",Graded,2025-01-03,2025-01-07,3050.0,Active,6
147,"1986 Fleer #57 ""MICHAEL JORDAN"" (RC) BGS 7.5 HOF! 2-MINT 9 SUBGRADES GREAT CARD!",5200.0,https://www.ebay.com/itm/1986-Fleer-57-MICHAEL-JORDAN-RC-BGS-7-5-HOF-2-MINT-9-SUBGRADES-GREAT-CARD-/196633143891,196633143891,,"Bismarck,ND,USA",Graded,2024-09-13,2025-01-07,5200.0,Active,7
148,1986-87 Fleer Sticker #  8 Michael Jordan PSA 8 NM-MT,538.89,https://www.ebay.com/itm/1986-87-Fleer-Sticker-8-Michael-Jordan-PSA-8-NM-MT-/387793651891,387793651891,,"Alexandria,MN,USA",Graded,2025-01-05,2025-01-07,538.89,Active,8
149,1986-87 Fleer Premier RC Michael Jordan BGS 8 #57 Chicago Bulls,6700.0,https://www.ebay.com/itm/1986-87-Fleer-Premier-RC-Michael-Jordan-BGS-8-57-Chicago-Bulls-/156615404648,156615404648,,Canada,Graded,2025-01-03,2025-01-07,6700.0,Active,8
150,1986/87 Fleer Michael Jordan Graded Rookie Card #57 BGS 9 Incredible Eye Appeal,19500.0,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-Graded-Rookie-Card-57-BGS-9-Incredible-Eye-Appeal-/205104643420,205104643420,,Canada,Graded,2024-11-14,2025-01-07,19500.0,Active,9
151,MICHAEL JORDAN PSA 9 1986 FLEER STICKER BASKETBALL #8 ROOKIE CARD RC MINT BULLS,3000.0,https://www.ebay.com/itm/MICHAEL-JORDAN-PSA-9-1986-FLEER-STICKER-BASKETBALL-8-ROOKIE-CARD-RC-MINT-BULLS-/176770973686,176770973686,,"Portsmouth,NH,USA",Graded,2025-01-04,2025-01-07,3000.0,Active,9
152,1986 fleer sticker Michael Jordan PSA 5 excellent STICKER #8,595.0,https://www.ebay.com/itm/1986-fleer-sticker-Michael-Jordan-PSA-5-excellent-STICKER-8-/116249913140,116249913140,,"Deerfield Beach,FL,USA",Graded,2024-07-12,2025-01-07,595.0,Active,5
153,PSA 4 (VG-EX) 1986-87 Fleer Stickers #8 Michael Jordan RC Rookie Bulls Graded ,662.97,https://www.ebay.com/itm/PSA-4-VG-EX-1986-87-Fleer-Stickers-8-Michael-Jordan-RC-Rookie-Bulls-Graded-/356416932871,356416932871,,"Indianapolis,IN,USA",Graded,2024-12-29,2025-01-07,662.97,Active,4
154,1986-87 Fleer #57 Michael Jordan RC Bulls BGS 5 EX w/ 9.5 Centering RARE Card,6500.0,https://www.ebay.com/itm/1986-87-Fleer-57-Michael-Jordan-RC-Bulls-BGS-5-EX-w-9-5-Centering-RARE-Card-/226397863352,226397863352,,"Rochester,NY,USA",Graded,2024-10-13,2025-01-07,6500.0,Active,5
155,1986 Fleer MICHAEL JORDAN #57 Rookie PSA 9 MINT,33999.0,https://www.ebay.com/itm/1986-Fleer-MICHAEL-JORDAN-57-Rookie-PSA-9-MINT-/196918913341,196918913341,,Australia,Graded,2024-12-30,2025-01-07,33999.0,Active,9
156,1986-87 Fleer Stickers Michael Jordan #8 BGS 7.5 Rookie RC HOF,595.0,https://www.ebay.com/itm/1986-87-Fleer-Stickers-Michael-Jordan-8-BGS-7-5-Rookie-RC-HOF-/335748218116,335748218116,,"Auburn,WA,USA",Graded,2025-01-03,2025-01-07,595.0,Active,7
157,1986-87 Michael Jordan Fleer #57... Graded BGS 9 Mint w/9.5 centering,14449.99,https://www.ebay.com/itm/1986-87-Michael-Jordan-Fleer-57-Graded-BGS-9-Mint-w-9-5-centering-/204796927141,204796927141,,USA,Graded,2024-05-20,2025-01-07,14449.99,Active,9
159,MICHAEL JORDAN 1986/87 FLEER #8 RC ROOKIE STICKER CHICAGO BULLS SP PSA 9 MINT,3100.0,https://www.ebay.com/itm/MICHAEL-JORDAN-1986-87-FLEER-8-RC-ROOKIE-STICKER-CHICAGO-BULLS-SP-PSA-9-MINT-/296920280762,296920280762,,"Middletown,OH,USA",Graded,2025-01-03,2025-01-07,3100.0,Active,9
160,1986 Fleer MICHAEL JORDAN #57 Rookie RC PSA 8 eBay Authenticated New Label,9500.0,https://www.ebay.com/itm/1986-Fleer-MICHAEL-JORDAN-57-Rookie-RC-PSA-8-eBay-Authenticated-New-Label-/286205899587,286205899587,,"Rochester,MA,USA",Graded,2024-12-09,2025-01-07,9500.0,Active,8
161,1986-87 Fleer Michael Jordan Rookie RC PSA 7 NM Chicago Bulls HOF,5999.99,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-Rookie-RC-PSA-7-NM-Chicago-Bulls-HOF-/266786440772,266786440772,,"Brooklyn,NY,USA",Graded,2024-04-26,2025-01-07,5999.99,Active,7
162,1986 Fleer Michael Jordan RC #57 PSA 9,20000.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-RC-57-PSA-9-/276521956152,276521956152,,Canada,Graded,2024-06-23,2025-01-07,20000.0,Active,9
163,1986 Fleer #8 Michael Jordan Rookie PSA 8.5 NM-MT+ Chicago Bulls Sticker Card,1059.0,https://www.ebay.com/itm/1986-Fleer-8-Michael-Jordan-Rookie-PSA-8-5-NM-MT-Chicago-Bulls-Sticker-Card-/226527085387,226527085387,,"Indianapolis,IN,USA",Graded,2025-01-04,2025-01-07,1059.0,Active,8
164,1986 FLEER STICKER #8 MICHAEL JORDAN PSA 5,280.0,https://www.ebay.com/itm/1986-FLEER-STICKER-8-MICHAEL-JORDAN-PSA-5-/326393160180,326393160180,,"Westlake,OH,USA",Graded,2025-01-03,2025-01-07,280.0,Active,5
165,1986-87 Fleer Sticker Set-Break #  8 Michael Jordan PSA 6 EX-MT,425.0,https://www.ebay.com/itm/1986-87-Fleer-Sticker-Set-Break-8-Michael-Jordan-PSA-6-EX-MT-/326392990242,326392990242,,"Los Angeles,CA,USA",Graded,2025-01-04,2025-01-07,425.0,Active,6
166,1986 FLEER STICKER MICHAEL JORDAN RC #8 EX-MT PSA 6,475.0,https://www.ebay.com/itm/1986-FLEER-STICKER-MICHAEL-JORDAN-RC-8-EX-MT-PSA-6-/267113725330,267113725330,,"Reno,NV,USA",Graded,2025-01-02,2025-01-07,475.0,Active,6
168,1984-85 Michael Jordan Rookie Schedule BGS 7.5 Near Mint+ Chicago Bulls ACE,100.0,https://www.ebay.com/itm/1984-85-Michael-Jordan-Rookie-Schedule-BGS-7-5-Near-Mint-Chicago-Bulls-ACE-/276799320133,276799320133,,"Fulshear,TX,USA",Graded,2025-01-01,2025-01-07,100.0,Active,7
170,MICHAEL JORDAN 86-87 1986 Fleer #8 STICKER STICKERS RC ROOKIE PSA 8 NM-MT BULLS!,2999.99,https://www.ebay.com/itm/MICHAEL-JORDAN-86-87-1986-Fleer-8-STICKER-STICKERS-RC-ROOKIE-PSA-8-NM-MT-BULLS-/355385072977,355385072977,,USA,Graded,2024-01-16,2025-01-07,2999.99,Active,8
171,1996 Fleer Michael Jordan Decade of Excellence Rookie Ultra #U-4 PSA 9 GEM MINT,60.0,https://www.ebay.com/itm/1996-Fleer-Michael-Jordan-Decade-Excellence-Rookie-Ultra-U-4-PSA-9-GEM-MINT-/365322750177,365322750177,,"Elgin,IL,USA",Graded,2025-01-04,2025-01-07,60.0,Active,9
173,1986-87 Fleer - #57 Michael Jordan (RC) BGS 7.5 NM+,3247.5,https://www.ebay.com/itm/1986-87-Fleer-57-Michael-Jordan-RC-BGS-7-5-NM-/296923301785,296923301785,,"Scottsdale,AZ,USA",Graded,2025-01-05,2025-01-07,3247.5,Active,7
174,"1986-87 Fleer Basketball #57 Michael Jordan RC Rookie HOF BGS 8.5 "" LOOKS MINT """,2114.0,https://www.ebay.com/itm/1986-87-Fleer-Basketball-57-Michael-Jordan-RC-Rookie-HOF-BGS-8-5-LOOKS-MINT-/375908224123,375908224123,,"Passaic,NJ,USA",Graded,2025-01-07,2025-01-07,2114.0,Active,8
175,1986-87 Fleer Sticker Basketball #8 Michael Jordan RC Rookie HOF BGS 8.5 w/ 9,475.0,https://www.ebay.com/itm/1986-87-Fleer-Sticker-Basketball-8-Michael-Jordan-RC-Rookie-HOF-BGS-8-5-w-9-/375908259121,375908259121,,"Passaic,NJ,USA",Graded,2025-01-07,2025-01-07,475.0,Active,8
176,1986-87 Fleer Basketball #57 Michael Jordan RC Rookie HOF BGS 8.5 w/ 9.5,1000.0,https://www.ebay.com/itm/1986-87-Fleer-Basketball-57-Michael-Jordan-RC-Rookie-HOF-BGS-8-5-w-9-5-/387798724284,387798724284,,"Passaic,NJ,USA",Graded,2025-01-07,2025-01-07,1000.0,Active,8
177,1986-87 Fleer Sticker Basketball #8 Michael Jordan RC Rookie HOF PSA 8 CENTERED,600.0,https://www.ebay.com/itm/1986-87-Fleer-Sticker-Basketball-8-Michael-Jordan-RC-Rookie-HOF-PSA-8-CENTERED-/375908252860,375908252860,,"Passaic,NJ,USA",Graded,2025-01-07,2025-01-07,600.0,Active,8
178,"1986-87 Fleer Basketball #57 Michael Jordan RC Rookie HOF BGS 7 "" LOOKS NICER """,760.0,https://www.ebay.com/itm/1986-87-Fleer-Basketball-57-Michael-Jordan-RC-Rookie-HOF-BGS-7-LOOKS-NICER-/375908686298,375908686298,,"Passaic,NJ,USA",Graded,2025-01-07,2025-01-07,760.0,Active,7
179,1986 Fleer Sticker #8 Michael Jordan RC Rookie EX PSA 5,270.0,https://www.ebay.com/itm/1986-Fleer-Sticker-8-Michael-Jordan-RC-Rookie-EX-PSA-5-/375905280997,375905280997,,"Brockport,NY,USA",Graded,2025-01-06,2025-01-07,270.0,Active,5
181,1986 Fleer Sticker Michael Jordan #8 PSA 6 (Corners Edges Perfect Only OC) Resub,260.0,https://www.ebay.com/itm/1986-Fleer-Sticker-Michael-Jordan-8-PSA-6-Corners-Edges-Perfect-Only-OC-Resub-/205209592239,205209592239,,"Senoia,GA,USA",Graded,2025-01-06,2025-01-07,260.0,Active,6
183,1996 Fleer Michael Jordan Decade of Excellence #4 Chicago Bulls PSA 10 GEM MINT,349.99,https://www.ebay.com/itm/1996-Fleer-Michael-Jordan-Decade-Excellence-4-Chicago-Bulls-PSA-10-GEM-MINT-/387715903241,387715903241,,"Granada Hills,CA,USA",Graded,2024-12-11,2025-01-07,349.99,Active,10
184,1986-87 Fleer Basketball MICHAEL JORDAN #57 RC Rookie Card PSA 1 Nice Eye Appeal,2132.7,https://www.ebay.com/itm/1986-87-Fleer-Basketball-MICHAEL-JORDAN-57-RC-Rookie-Card-PSA-1-Nice-Eye-Appeal-/326374793281,326374793281,,"Princeton,WV,USA",Graded,2024-12-17,2025-01-08,2132.7,Active,1
185,1986 FLEER MICHAEL JORDAN ROOKIE BASKETBALL CARD CHICAGO BULLS PSA 8.5 NEW GRADE,9300.0,https://www.ebay.com/itm/1986-FLEER-MICHAEL-JORDAN-ROOKIE-BASKETBALL-CARD-CHICAGO-BULLS-PSA-8-5-NEW-GRADE-/116435593488,116435593488,,"Loveland,OH,USA",Graded,2025-01-03,2025-01-08,9300.0,Active,8
186,1986 Fleer Basketball Card #57 Michael Jordan Rookie Chicago Bulls - BGS 7.5,3800.0,https://www.ebay.com/itm/1986-Fleer-Basketball-Card-57-Michael-Jordan-Rookie-Chicago-Bulls-BGS-7-5-/387787594892,387787594892,,"Portland,OR,USA",Graded,2025-01-02,2025-01-08,3800.0,Active,7
187,1986-87 Fleer - #57 Michael Jordan (RC) BGS 7.5 NM+,3297.99,https://www.ebay.com/itm/1986-87-Fleer-57-Michael-Jordan-RC-BGS-7-5-NM-/296923301785,296923301785,,"Scottsdale,AZ,USA",Graded,2025-01-05,2025-01-08,3297.99,Active,7
188,1986 Fleer Michael Jordan #57 RC BGS 4.5 (8/8.5/7 Subgrades) eBay Authenticated ,3279.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-57-RC-BGS-4-5-8-8-5-7-Subgrades-eBay-Authenticated-/305978098813,305978098813,,"Sugar Land,TX,USA",Graded,2024-12-16,2025-01-08,3279.0,Active,4
189,1986 Fleer Michael Jordan #57 PSA 8 PD BEAUTIFUL CARD WELL FRONT CENTERED HOF,6999.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-57-PSA-8-PD-BEAUTIFUL-CARD-WELL-FRONT-CENTERED-HOF-/306013248315,306013248315,,"Santa Ana,CA,USA",Graded,2025-01-01,2025-01-08,6999.0,Active,8
190,1986-87 Fleer Basketball MICHAEL JORDAN Rookie RC Chicago Bulls #57 PSA 2,2008.0,https://www.ebay.com/itm/1986-87-Fleer-Basketball-MICHAEL-JORDAN-Rookie-RC-Chicago-Bulls-57-PSA-2-/267113726077,267113726077,,"Reno,NV,USA",Graded,2025-01-02,2025-01-08,2008.0,Active,2
192,Michael Jordan RC 1986 Fleer BGS 9 #57,8800.0,https://www.ebay.com/itm/Michael-Jordan-RC-1986-Fleer-BGS-9-57-/365320038801,365320038801,,"Mount Pleasant,SC,USA",Graded,2025-01-02,2025-01-08,8800.0,Active,9
193,1986-87 Fleer Set-Break # 57 Michael Jordan PSA 8 NM-MT,11500.0,https://www.ebay.com/itm/1986-87-Fleer-Set-Break-57-Michael-Jordan-PSA-8-NM-MT-/356402847881,356402847881,,Canada,Graded,2024-12-23,2025-01-08,11500.0,Active,8
194,1986 Fleer Basketball #57 Michael Jordan Rookie Card Graded BGS 8 NM MINT 9 8.5,5649.99,https://www.ebay.com/itm/1986-Fleer-Basketball-57-Michael-Jordan-Rookie-Card-Graded-BGS-8-NM-MINT-9-8-5-/375785018290,375785018290,,"Windsor,CO,USA",Graded,2024-11-12,2025-01-08,5649.99,Active,8
